Comp_ID,ES_ID,Study_ID,FirstAuthor,Year,Journal,Volume,Species_ID,CommonName,Genus,Species,animal,Model,Strain,Sex,Repro,FoodSched,Type,AL,CV1,Prots1,Carbs1,Fats1,Intake,CI1,Age1,N1,LT25contr,LT50contr,LT75contr,CR,CV2,c_nCR,c_CR,CI2,c_aCR,Prots2,Carbs2,Fats2,Age2,N2,Page,Prots,PD25,PD50,PD75,c_LT25_logHR,c_LT25_varlogHR,c_LT50_logHR,c_LT50_varlogHR,c_LT75_logHR,c_LT75_varlogHR,c_LT2550_logHR,c_LT2550_varlogHR,c_LT5075_logHR,c_LT5075_varlogHR,c_all_logHR,c_all_varlogHR,Notes_control,Notes_treatment
Comp0577,Exp0293,Paper190,Ross,1961,J NUTR,75,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,Sprague-Dawley,M,0,D,CNM,1,502416,28.8,58.5,12.7,1,502416,21,210,7.14,8.2,8.93,,178857.5,0.36,0.36,178857.5,0.36,7.6,81.9,10.4,21,210,0.746268657,0.182,20.46,31.29,42.48,-0.2,0.042,-0.46,0.023,-0.554,0.016,-0.85,0.053,-1.106,0.054,-0.674,0.016,control - commercial chow Purina,C - LCHS
Comp0578,Exp0293,Paper190,Ross,1961,J NUTR,75,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,Sprague-Dawley,M,0,D,CNM,1,502416,28.8,58.5,12.7,1,502416,21,210,7.14,8.2,8.93,,68074.8,0.14,0.14,68074.8,0.14,20.1,52.5,27.4,21,195,0.746268657,0.2445,12.41,20.28,28.49,-0.665,0.052,-0.833,0.028,-0.884,0.019,-1.178,0.059,-1.509,0.061,-1.095,0.019,control - commercial chow Purina,D - LCLS
Comp0600,Exp0124,Paper095,Shimokawa,1991,J GERONTOL A-BIOL,46,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,F344,M,0,D,FW,1,240816,23.4,52.4,24.2,1,240816,42,111,740.76,854.28,918.53,0.98,225307,0.94,0.94,225307,0.94,25,59.3,15.6,42,71,0.053656293,0.242,26.76,58.45,80,0.069,0.09,0.159,0.043,0.065,0.03,0.267,0.084,0.037,0.103,0.131,0.031,control - ALII,FatR
Comp0601,Exp0298,Paper095,Shimokawa,1991,J GERONTOL A-BIOL,46,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,F344,M,0,D,FW,1,240816,23.4,52.4,24.2,1,240816,42,111,767.48,821.24,865.17,1,233083,0.97,0.97,233083,0.97,14.5,60.6,24.9,42,69,0.051885161,0.1895,18.66,42.25,51.41,-0.281,0.104,-0.165,0.05,-0.358,0.036,-0.137,0.094,-0.955,0.121,-0.424,0.035,control - ALI,ProR
Comp0602,Exp0299,Paper101,Roe,1995,FOOD CHEM TOXICOL,33,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,Wistar,M,0,D,FW,1,269400,23.7,64.7,11.6,1,269400,112,50,760.5,841,,,230500,0.86,0.86,230500,0.86,23.7,64.7,11.6,112,50,0.128366762,0.237,13.93,22.05,,-0.569,0.205,-0.776,0.111,-2,0.107,-1.162,0.243,,,-0.841,0.111,control - SBA/SMA,SBA/SMR
Comp0603,Exp0300,Paper101,Roe,1995,FOOD CHEM TOXICOL,33,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,Wistar,F,0,D,FW,1,205900,23.7,64.7,11.6,1,205900,112,50,705,839.5,,,169400,0.82,0.82,169400,0.82,23.7,64.7,11.6,112,50,0.137086903,0.237,13.93,25.93,,-0.569,0.205,-0.634,0.105,-2,0.107,-0.844,0.217,,,-0.703,0.106,control - SBA/SMA,SBA/SMR
Comp0604,Exp0301,Paper101,Roe,1995,FOOD CHEM TOXICOL,33,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,Wistar,M,0,D,FW,1,269400,23.7,64.7,11.6,1,269400,112,50,943.2,,,,230500,0.86,0.86,230500,0.86,23.7,64.7,11.6,112,50,0.106141016,0.237,72.08,,,0.97,0.082,-2,0.16,-2,0.107,,,,,0.97,0.082,control - SBR/SMA,SBR\SMR
Comp0605,Exp0302,Paper101,Roe,1995,FOOD CHEM TOXICOL,33,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,Wistar,F,0,D,FW,1,205900,23.7,64.7,11.6,1,205900,112,50,839,,,,169400,0.82,0.82,169400,0.82,23.7,64.7,11.6,112,50,0.117770768,0.237,46.12,,,0.594,0.112,-2,0.16,-2,0.107,,,,,0.594,0.112,control - SBR/SMA,SBR/SMR
Comp0606,Exp0303,Paper101,Roe,1995,FOOD CHEM TOXICOL,33,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,Wistar,M,0,D,CNM,1,331800,30.4,59.1,10.5,1,331800,22,50,797,929.75,,,247500,0.75,0.75,247500,0.75,32.1,51.8,16.1,22,50,0.026862027,0.3125,41.87,58.13,,0.505,0.12,0.15,0.074,-2,0.107,-0.173,0.197,,,0.249,0.074,control - PRA/PRA,LMA/LMA
Comp0607,Exp0304,Paper101,Roe,1995,FOOD CHEM TOXICOL,33,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,Wistar,F,0,D,CNM,1,230400,30.4,59.1,10.5,1,269400,22,50,756.9,879.4,,,176700,0.77,0.66,176700,0.66,32.1,51.8,16.1,22,50,0.028244961,0.3125,50,72.08,,0.667,0.107,0.362,0.066,-2,0.107,0.287,0.177,,,0.524,0.067,control - PRA/PRA,LMA/LMA
Comp0608,Exp0305,Paper101,Roe,1995,FOOD CHEM TOXICOL,33,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,Wistar,M,0,D,CNM,1,269400,23.7,64.7,11.6,1,269400,112,50,760.5,,,,247500,0.92,0.92,247500,0.92,32.1,51.8,16.1,112,50,0.128366762,0.279,36,,,0.361,0.131,-2,0.16,-2,0.107,,,,,0.361,0.131,control - LBA/SMA,LBA/LMA
Comp0609,Exp0306,Paper101,Roe,1995,FOOD CHEM TOXICOL,33,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,Wistar,F,0,D,CNM,1,205900,23.7,64.7,11.6,1,205900,112,50,707,841.4,,,176700,0.86,0.86,176700,0.86,32.1,51.8,16.1,112,50,0.136752137,0.279,24,52.03,,-0.041,0.163,0.04,0.078,-2,0.107,0.101,0.151,,,0.033,0.078,control - LBA/SMA,LBA/LMA
Comp0610,Exp0307,Paper101,Roe,1995,FOOD CHEM TOXICOL,33,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,Wistar,M,0,D,CNM,1,269400,23.7,64.7,11.6,1,269400,112,50,759,841.1,,,247500,0.92,0.92,247500,0.92,32.1,51.8,16.1,112,50,0.12858783,0.279,13.9,30,,-0.571,0.206,-0.5,0.1,-2,0.107,-0.574,0.196,,,-0.572,0.1,control - SBA/SMA,SBA/LMA
Comp0611,Exp0308,Paper101,Roe,1995,FOOD CHEM TOXICOL,33,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,Wistar,F,0,D,CNM,1,205900,23.7,64.7,11.6,1,205900,112,50,705.5,842.9,,,176700,0.86,0.86,176700,0.86,32.1,51.8,16.1,112,50,0.137003058,0.279,24,43.9,,-0.041,0.163,-0.13,0.085,-2,0.107,-0.24,0.178,,,-0.136,0.085,control - SBA/SMA,SBA/LMA
Comp0612,Exp0309,Paper101,Roe,1995,FOOD CHEM TOXICOL,33,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,Wistar,M,0,D,CNM,1,269400,23.7,64.7,11.6,1,269400,112,50,841.4,,,,247500,0.92,0.92,247500,0.92,32.1,51.8,16.1,112,50,0.117474302,0.279,58,,,0.795,0.096,-2,0.16,-2,0.107,,,,,0.795,0.096,control - SBR/SMA,SBR/LMA
Comp0613,Exp0310,Paper101,Roe,1995,FOOD CHEM TOXICOL,33,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,Wistar,F,0,D,CNM,1,205900,23.7,64.7,11.6,1,205900,112,50,800,,,,176700,0.86,0.86,176700,0.86,32.1,51.8,16.1,112,50,0.122807018,0.279,42,,,0.507,0.119,-2,0.16,-2,0.107,,,,,0.507,0.119,control - SBR/SMA,SBR/LMA
Comp0627,Exp0315,Paper170,Yu,1985,J GERONTOL A-BIOL,40,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,F344,M,0,D,CNM,1,240816.53,23.4,52.4,24.2,1,240816.53,42,40,619.98,653.31,701.31,1,233083.73,0.97,0.97,233083.73,0.97,14.5,60.6,24.9,42,40,0.063446026,0.1895,19.93,21.87,35.45,-0.226,0.223,-0.783,0.139,-0.716,0.091,-1.779,0.372,-1.083,0.272,-0.901,0.092,control - Group1 diet A,Group5 diet C adlib from 6 weeks
Comp0632,Exp0317,Paper047,Tacconi,1991,NEUROBIOL AGING,12,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,CD-COBS,M,0,D,CNM,0,435427.2,22.5,65.8,11.7,1,435427.2,42,32,564.55,670,780,,364251.6,0.84,0.84,364251.6,0.84,28,63.5,8.5,42,32,0.069244085,0.2525,20.42,30.28,47.54,-0.202,0.275,-0.491,0.156,-0.448,0.102,-0.929,0.359,-0.715,0.304,-0.584,0.103,,
Comp0639,Exp0323,Paper194,Masoro,1989,AM J CLIN NUTR,49,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,F344,M,0,D,CNM,1,230323.81,23.4,52.4,24.2,1,230323.81,42,60,626,702,783,0.6,138105.54,0.6,0.6,138105.54,0.6,23.7,51.8,24.5,42,60,0.062874251,0.2355,9.97,13.88,20.64,-0.86,0.191,-1.131,0.104,-1.137,0.07,-1.655,0.233,-1.807,0.226,-1.404,0.072,control - Group A,Group B
Comp0640,Exp0323,Paper194,Masoro,1989,AM J CLIN NUTR,49,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,F344,M,0,D,CNM,1,230323.81,23.4,52.4,24.2,1,230323.81,42,60,626,702,783,0.6,138112.04,0.6,0.6,138112.04,0.6,37.5,39.1,23.4,42,60,0.062874251,0.3045,8.18,15.66,25.98,-1.014,0.201,-1.046,0.102,-0.971,0.066,-1.294,0.207,-1.436,0.202,-1.247,0.068,control - Group A,Group D
Comp0641,Exp0324,Paper195,Nolen,1972,J NUTR,102,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,Simonsen,M,0,D,FW,1,379532.21,22.1,40.7,37.2,1,379532.21,22,50,541,649,775,,303625.77,0.8,0.8,303625.77,0.8,22.1,40.7,37.2,22,50,0.039076377,0.221,10.6,18.73,37.1,-0.809,0.225,-0.91,0.116,-0.676,0.071,-1.203,0.243,-0.829,0.196,-0.935,0.073,control - Group 1,Group 2
Comp0642,Exp0324,Paper195,Nolen,1972,J NUTR,102,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,Simonsen,M,0,D,FW,1,379532.21,22.1,40.7,37.2,1,379532.21,22,50,541,649,775,,227719.33,0.6,0.6,227719.33,0.6,22.1,40.7,37.2,22,50,0.039076377,0.221,6.36,13.43,27.56,-1.189,0.255,-1.153,0.126,-0.925,0.078,-1.356,0.253,-1.175,0.22,-1.237,0.081,control - Group 1,Group 3
Comp0643,Exp0325,Paper195,Nolen,1972,J NUTR,102,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,Simonsen,F,0,D,FW,1,284649.16,22.1,40.7,37.2,1,284649.16,22,50,562.5,666,842,,227719.33,0.8,0.8,227719.33,0.8,22.1,40.7,37.2,22,50,0.037639008,0.221,10.56,19.01,49.65,-0.812,0.225,-0.898,0.116,-0.407,0.064,-1.174,0.241,-0.286,0.152,-0.684,0.066,control - Group 1,Group 2
Comp0644,Exp0325,Paper195,Nolen,1972,J NUTR,102,Spp001,Rat,Rattus,norvegicus,Rattus_norvegicus,1,Simonsen,F,0,D,FW,1,284649.16,22.1,40.7,37.2,1,284649.16,22,50,562.5,666,842,,170789.5,0.6,0.6,170789.5,0.6,22.1,40.7,37.2,22,50,0.037639008,0.221,13.38,25.35,41.55,-0.606,0.208,-0.654,0.106,-0.574,0.069,-0.853,0.218,-0.856,0.202,-0.771,0.07,control - Group 1,Group 3
Comp0034,Exp0011,Paper014,Ball,1947,AM J PHYSIOL,150,Spp002,Mouse,Mus,musculus,Mus_musculus,1,A strain,F,1,D,FW,1,42679.1,28.9,30.5,40.6,1,42679.1,21,72,216,315,390,0.66,40862.3,0.96,0.96,40862.3,0.96,41.3,23.8,34.8,21,72,0.088607595,0.351,14.9,35.6,47.5,-0.506,0.139,-0.336,0.065,-0.449,0.045,-0.316,0.122,-0.977,0.153,-0.575,0.046,,
Comp0035,Exp0012,Paper015,Bartke,2001,NATURE,414,Spp002,Mouse,Mus,musculus,Mus_musculus,1,WT_mouse,MF,0,D,FW,1,,28.8,58.5,12.7,0,,60,27,642,741,817,0.7,,0.7,0.7,,,28.8,58.5,12.7,60,26,0.085470085,0.288,19,34.6,44.82,-0.272,0.342,-0.363,0.178,-0.501,0.125,-0.538,0.37,-1.115,0.431,-0.609,0.126,"Unsure of repro status, no info on diet ",
Comp0036,Exp0013,Paper017,Yoshida,1997,P NATL ACAD SCI USA,94,Spp002,Mouse,Mus,musculus,Mus_musculus,1,C3H/HeNirMs,M,0,D,BW,1,56820.7,26.8,69.4,3.8,1,56820.7,42,165,706,833,931,0.79,44858.6,0.79,0.79,44858.6,0.79,29.4,66,4.5,70,135,0.073490814,0.281,18.34,36.5,64.9,-0.303,0.061,-0.307,0.031,-0.143,0.019,-0.395,0.061,-0.112,0.05,-0.259,0.019,"group CC, variabale diets","group A, variabale diets"
Comp0037,Exp0013,Paper017,Yoshida,1997,P NATL ACAD SCI USA,94,Spp002,Mouse,Mus,musculus,Mus_musculus,1,C3H/HeNirMs,M,0,D,BW,1,56820.7,26.8,69.4,3.8,1,56820.7,42,165,706,833,931,0.79,44858.6,0.79,0.79,44858.6,0.79,29.4,66,4.5,42,70,0.056149733,0.281,20.46,42.8,70.72,-0.192,0.086,-0.15,0.043,-0.058,0.028,-0.165,0.082,-0.024,0.075,-0.123,0.027,"group CC, variabale diets","group B, variabale diets"
Comp0041,Exp0016,Paper043,Bonkowski,2006,P NATL ACAD SCI USA,103,Spp002,Mouse,Mus,musculus,Mus_musculus,1,WT_mouse,M,0,D,FW,1,70338.24,28.5,58,13.5,0,,60,20,768.4,882.5,973.66,0.7,49236.77,0.7,0.7,,,28.5,58,13.5,60,20,0.072428778,0.285,19.3,28.6,33.4,-0.257,0.451,-0.545,0.254,-0.768,0.185,-0.99,0.584,-1.763,0.693,-0.896,0.186,,
Comp0042,Exp0017,Paper043,Bonkowski,2006,P NATL ACAD SCI USA,103,Spp002,Mouse,Mus,musculus,Mus_musculus,1,WT_mouse,F,0,D,FW,1,70338.24,28.5,58,13.5,0,,60,20,768.44,920.1,1075.84,0.7,49236.77,0.7,0.7,,,28.5,58,13.5,60,20,0.072425281,0.285,13.6,22.6,32,-0.591,0.518,-0.755,0.275,-0.804,0.187,-1.088,0.591,-1.402,0.61,-1.003,0.19,,
Comp0069,Exp0027,Paper050,Forster,2003,FASEB J,17,Spp002,Mouse,Mus,musculus,Mus_musculus,1,DBA/2,M,0,D,FW,1,92528.3,22,66.2,11.8,0,,120,166,689.15,776.82,857.16,0.6,55517,0.6,0.6,,,22,66.2,11.8,120,165,0.148303776,0.22,38.74,65.5,84.51,0.431,0.038,0.269,0.021,0.119,0.015,0.273,0.047,0.098,0.057,0.29,0.015,inbred strain,
Comp0070,Exp0028,Paper050,Forster,2003,FASEB J,17,Spp002,Mouse,Mus,musculus,Mus_musculus,1,C57BL/6,M,0,D,FW,1,92528.3,22,66.2,11.8,0,,120,169,717.2,804.72,914.1,0.6,55517,0.6,0.6,,,22,66.2,11.8,120,169,0.143334926,0.22,11.97,25.35,35.56,-0.705,0.064,-0.654,0.031,-0.713,0.021,-0.77,0.062,-1.286,0.07,-0.908,0.022,inbred strain,
Comp0071,Exp0029,Paper050,Forster,2003,FASEB J,17,Spp002,Mouse,Mus,musculus,Mus_musculus,1,B6D2F1,M,0,D,FW,1,92528.3,22,66.2,11.8,0,,120,160,537.26,853.37,955.44,0.6,55517,0.6,0.6,,,22,66.2,11.8,120,159,0.182576149,0.22,0,25,36.97,-1.994,0.1,-0.666,0.033,-0.679,0.022,-0.292,0.051,-1.149,0.07,-0.959,0.023,hybrid strain (x2 inbred),
Comp0122,Exp0058,Paper069,Pugh,1999,CANCER RES,59,Spp002,Mouse,Mus,musculus,Mus_musculus,1,C57BL/6,M,0,D,CNM,0,50224.5,21,51,28,1,50224.5,360,75,377.01,531.48,621.17,0.74,37386.5,0.74,0.74,37386.5,0.74,26.6,45.1,28.3,360,75,0.488460129,0.238,10.97,21.59,35.58,-0.78,0.148,-0.794,0.074,-0.713,0.048,-0.986,0.151,-1.059,0.144,-0.943,0.049,control - N,R
Comp0129,Exp0061,Paper072,Srivastava,1991,EXP GERONTOL,26,Spp002,Mouse,Mus,musculus,Mus_musculus,1,C57BL/6,F,0,D,FW,1,51246.4,22,66.2,11.8,0,,21,100,723.68,833.2,924.09,0.6,30747.9,0.6,0.6,,,22,66.2,11.8,21,100,0.028200032,0.22,15.7,19.58,31.92,-0.457,0.098,-0.874,0.057,-0.806,0.037,-1.585,0.139,-1.21,0.113,-1.021,0.038,,
Comp0130,Exp0062,Paper073,Srivastava,1992,EXP GERONTOL,27,Spp002,Mouse,Mus,musculus,Mus_musculus,1,C57BL/6,F,0,D,FW,1,51246.4,22,66.2,11.8,0,,21,100,700,840,910,0.6,30747.9,0.6,0.6,,,2,66.2,11.8,21,100,0.029126214,0.12,14,22,35,-0.564,0.103,-0.778,0.056,-0.727,0.036,-1.172,0.122,-1.123,0.111,-0.936,0.037,,
Comp0139,Exp0071,Paper075,Turturro,1999,J GERONTOL A-BIOL,54,Spp002,Mouse,Mus,musculus,Mus_musculus,1,B6D2F1,M,0,D,FW,1,71175.6,22,66.2,11.8,1,71175.6,98,56,742.89,864.63,982.35,0.6,42705.4,0.6,0.6,42705.4,0.6,22,66.2,11.8,98,56,0.116543186,0.22,8.8,16.55,27.82,-0.959,0.211,-1.005,0.107,-0.918,0.069,-1.26,0.22,-1.343,0.21,-1.187,0.071,NIH-31 diet,
Comp0140,Exp0072,Paper075,Turturro,1999,J GERONTOL A-BIOL,54,Spp002,Mouse,Mus,musculus,Mus_musculus,1,D2,M,0,D,FW,1,59787.5,22,66.2,11.8,1,59787.5,98,56,586.59,699.33,767.02,0.6,35872.5,0.6,0.6,35872.5,0.6,22,66.2,11.8,98,56,0.143151375,0.22,20.42,38.38,52.46,-0.202,0.157,-0.263,0.081,-0.354,0.056,-0.387,0.166,-0.775,0.185,-0.439,0.056,NIH-31 diet,
Comp0141,Exp0073,Paper075,Turturro,1999,J GERONTOL A-BIOL,54,Spp002,Mouse,Mus,musculus,Mus_musculus,1,B6-NIH,M,0,D,FW,1,59787.5,22,66.2,11.8,1,59787.5,98,56,659.31,752.56,839.12,0.6,35872.5,0.6,0.6,35872.5,0.6,22,66.2,11.8,98,56,0.129405395,0.22,11.62,19.72,34.84,-0.731,0.195,-0.869,0.102,-0.731,0.065,-1.193,0.217,-1.012,0.188,-0.972,0.066,NIH-31 diet,
Comp0142,Exp0074,Paper075,Turturro,1999,J GERONTOL A-BIOL,54,Spp002,Mouse,Mus,musculus,Mus_musculus,1,B6C3F1,M,0,D,FW,1,71175.6,22,66.2,11.8,1,71175.6,98,56,761.72,886.1,1010.49,0.6,42705.4,0.6,0.6,42705.4,0.6,22,66.2,11.8,98,56,0.113990602,0.22,4.93,12.33,23.6,-1.341,0.239,-1.209,0.115,-1.043,0.072,-1.341,0.224,-1.41,0.213,-1.365,0.075,NIH-31 diet,
Comp0143,Exp0075,Paper075,Turturro,1999,J GERONTOL A-BIOL,54,Spp002,Mouse,Mus,musculus,Mus_musculus,1,B6,M,0,D,FW,1,66117.9,21.6,53.9,24.5,1,66117.9,98,56,564.62,694.17,783.89,0.6,39670.8,0.6,0.6,39670.8,0.6,21.6,53.9,24.5,98,56,0.147897739,0.216,8.09,14.08,21.48,-1.022,0.216,-1.121,0.111,-1.109,0.074,-1.444,0.233,-1.736,0.237,-1.389,0.076,EM 911 diet,
Comp0148,Exp0080,Paper075,Turturro,1999,J GERONTOL A-BIOL,54,Spp002,Mouse,Mus,musculus,Mus_musculus,1,B6D2F1,F,0,D,FW,1,71175.6,22,66.2,11.8,1,71175.6,98,56,664.01,785.43,882.63,0.6,42705.4,0.6,0.6,42705.4,0.6,22,66.2,11.8,98,56,0.128607236,0.22,11.62,21.48,33.81,-0.731,0.195,-0.798,0.1,-0.757,0.066,-1.039,0.206,-1.181,0.201,-0.981,0.067,NIH-31 diet,
Comp0149,Exp0081,Paper075,Turturro,1999,J GERONTOL A-BIOL,54,Spp002,Mouse,Mus,musculus,Mus_musculus,1,D2,F,0,D,FW,1,59787.5,22,66.2,11.8,1,59787.5,98,56,416.39,631.19,736.95,0.6,35872.5,0.6,0.6,35872.5,0.6,22,66.2,11.8,98,56,0.190516923,0.22,10.92,28.53,42.61,-0.784,0.199,-0.547,0.091,-0.551,0.061,-0.522,0.169,-0.942,0.189,-0.74,0.062,NIH-31 diet,
Comp0150,Exp0082,Paper075,Turturro,1999,J GERONTOL A-BIOL,54,Spp002,Mouse,Mus,musculus,Mus_musculus,1,B6-NIH,F,0,D,FW,1,71175.6,22,66.2,11.8,1,71175.6,98,56,594.21,685.15,779.3,0.6,42705.4,0.6,0.6,42705.4,0.6,22,66.2,11.8,98,56,0.141575533,0.22,11.62,19.36,30.63,-0.731,0.195,-0.884,0.103,-0.84,0.068,-1.226,0.22,-1.298,0.208,-1.074,0.069,NIH-31 diet,
Comp0151,Exp0083,Paper075,Turturro,1999,J GERONTOL A-BIOL,54,Spp002,Mouse,Mus,musculus,Mus_musculus,1,B6C3F1,F,0,D,FW,1,82563.7,22,66.2,11.8,1,82563.7,98,56,734.83,826.75,922.53,0.6,49538.2,0.6,0.6,49538.2,0.6,22,66.2,11.8,98,56,0.117671073,0.22,6.36,12.33,19.79,-1.189,0.228,-1.209,0.115,-1.165,0.075,-1.468,0.233,-1.76,0.238,-1.468,0.078,NIH-31 diet,
Comp0152,Exp0084,Paper075,Turturro,1999,J GERONTOL A-BIOL,54,Spp002,Mouse,Mus,musculus,Mus_musculus,1,B6-EM,F,0,D,FW,1,66117.9,21.6,53.9,24.5,1,66117.9,98,56,447.3,563.19,672.51,0.6,39670.8,0.6,0.6,39670.8,0.6,21.6,53.9,24.5,98,56,0.179717587,0.216,7.4,11.27,16.55,-1.086,0.22,-1.264,0.117,-1.277,0.078,-1.692,0.25,-2.018,0.256,-1.574,0.08,EM 911 diet,
Comp0197,Exp0098,Paper079,Weindruch,1982,SCIENCE,215,Spp002,Mouse,Mus,musculus,Mus_musculus,1,B10C3F1,M,0,D,CNM,1,95710.25,19.8,51.2,29,0,,375,68,531.5,642.69,745.69,0.56,53842.25,0.56,0.56,,,36.2,33.3,30.6,375,67,0.413678985,0.28,11.97,26.76,50,-0.703,0.16,-0.604,0.077,-0.399,0.047,-0.676,0.149,-0.466,0.127,-0.605,0.048,control - Diet 1,Diet 3
Comp0198,Exp0099,Paper079,Weindruch,1982,SCIENCE,215,Spp002,Mouse,Mus,musculus,Mus_musculus,1,C57BL/6,M,0,D,CNM,1,65774.63,19.8,51.2,29,0,,375,24,287.13,397.7,471.8,0.56,47855.12,0.73,0.73,,,36.2,33.3,30.6,375,29,0.566354039,0.28,21.13,22.54,26.06,-0.169,0.333,-0.785,0.218,-1.015,0.158,-2.012,0.633,-2.231,0.628,-1.172,0.162,control - Diet 1,Diet 2
Comp0199,Exp0100,Paper080,Weindruch,1986,J NUTR,116,Spp002,Mouse,Mus,musculus,Mus_musculus,1,C3B10RF1xC57BL10.RIII/Sn,F,0,EOD,CNM,1,50827.75,19.8,51.2,29,0,,21,57,926.56,990.21,1079.23,0.6,29893.75,0.59,0.59,,,36.2,33.3,30.6,21,71,0.022162185,0.28,10.58,16.23,22.05,-0.848,0.186,-1.08,0.101,-1.16,0.069,-1.572,0.228,-2.06,0.248,-1.432,0.073,control - N/N85,N/R50
Comp0200,Exp0100,Paper080,Weindruch,1986,J NUTR,116,Spp002,Mouse,Mus,musculus,Mus_musculus,1,C3B10RF1xC57BL10.RIII/Sn,F,0,EOD,CNM,1,50827.75,19.8,51.2,29,0,,21,57,926.56,990.21,1079.23,0.5,23906.63,0.47,0.47,,,36.2,33.3,30.6,21,60,0.022162185,0.28,5.29,6.52,8.46,-1.324,0.23,-1.57,0.123,-1.628,0.084,-2.128,0.272,-2.63,0.29,-1.973,0.087,control - N/N85,N/R40
Comp0201,Exp0100,Paper080,Weindruch,1986,J NUTR,116,Spp002,Mouse,Mus,musculus,Mus_musculus,1,C3B10RF1xC57BL10.RIII/Sn,F,0,EOD,CNM,1,50827.75,19.8,51.2,29,0,,21,57,926.56,990.21,1079.23,0.6,29893.75,0.59,0.59,,,36.2,33.3,30.6,7,56,0.01488475,0.28,7.94,10.76,16.05,-1.031,0.214,-1.284,0.116,-1.288,0.077,-1.803,0.255,-2.009,0.251,-1.582,0.08,control - N/N85,R/R50
Comp0208,Exp0104,Paper083,Wolf,2000,EXP EYE RES,70,Spp002,Mouse,Mus,musculus,Mus_musculus,1,C57BL/6,M,0,D,FW,1,59787.5,22,76.9,11.8,0,,112,50,637.61,727.65,801.95,0.6,35872.5,0.6,0.6,,,22,66.2,11.8,112,50,0.149411027,0.22,2.47,15.14,33.1,-1.64,0.291,-1.07,0.123,-0.775,0.074,-0.932,0.216,-0.905,0.2,-1.108,0.076,,
Comp0209,Exp0105,Paper083,Wolf,2000,EXP EYE RES,70,Spp002,Mouse,Mus,musculus,Mus_musculus,1,B6D2F1,M,0,D,FW,1,71175.6,22,66.2,11.8,0,,112,50,723.29,855.88,1004.52,0.6,42705.4,0.6,0.6,,,22,66.2,11.8,112,50,0.134085168,0.22,7.4,14.79,17.96,-1.086,0.247,-1.087,0.123,-1.227,0.086,-1.312,0.25,-2.221,0.305,-1.495,0.088,,
Comp0210,Exp0106,Paper083,Wolf,2000,EXP EYE RES,70,Spp002,Mouse,Mus,musculus,Mus_musculus,1,B6C3F1,M,0,D,FW,1,71175.6,22,66.2,11.8,0,,112,50,716.77,844.2,951.66,0.6,42705.4,0.6,0.6,,,22,66.2,11.8,112,50,0.135140027,0.22,8.45,12.68,29.22,-0.99,0.239,-1.191,0.128,-0.879,0.077,-1.636,0.276,-1.027,0.208,-1.189,0.079,,
Comp0214,Exp0110,Paper085,Yamaki,2005,BIOSCI BIOTECH BIOCH,69,Spp002,Mouse,Mus,musculus,Mus_musculus,1,ICR,M,0,D,CNM,0,91272.24,14.2,40,45.8,1,91272.24,56,30,402.83,535.21,642.21,0.92,82061.28,0.9,0.9,82061.28,0.9,33.7,54.2,12.1,56,30,0.122049561,0.2395,23.24,44.02,61.97,-0.073,0.276,-0.127,0.142,-0.19,0.097,-0.208,0.291,-0.443,0.311,-0.234,0.097,"diets with corn starch, control - 24% oil",12% oil
Comp0215,Exp0110,Paper085,Yamaki,2005,BIOSCI BIOTECH BIOCH,69,Spp002,Mouse,Mus,musculus,Mus_musculus,1,ICR,M,0,D,CNM,0,91272.24,14.2,40,45.8,1,91272.24,56,30,402.83,535.21,642.21,0.89,81223.92,0.89,0.89,81223.92,0.89,33.9,59.7,6.3,56,30,0.122049561,0.2405,25.35,49.3,74.65,0.014,0.265,-0.014,0.134,-0.005,0.089,-0.038,0.272,0,0.265,-0.008,0.089,"diets with corn starch, control - 24% oil",6% oil
